li-xing-6-47,回答了问题,1592745413,2020-06-21 21:16:53,1295389160,你是通过什么事情才知道自己好看？,吐啊，吐啊，就习惯了,"生活,审美,外貌,颜控,颜值"
li-xing-6-47,关注了问题,1592706704,2020-06-21 10:31:44,401301109,为什么会有律师会接那些为很坏的人辩护的案子？,,"律师,刑事辩护,法官,刑事诉讼,律师行业"
li-xing-6-47,赞同了回答,1592550351,2020-06-19 15:05:51,1286018971,婆婆放三岁儿子单独在家，自己出去打牌，回来孩子头夹在窗子上夭折了。我这辈子无法原谅她，该怎么相处？,你不用原谅你婆婆。但你要原谅你自己……你嘴上说一辈子无法原谅婆婆，但实际上，你内心深处一直在责备自己，不是吗。你觉得是自己没有保护好孩子，你一定无数次想过为什么没早些看出婆婆不靠谱，为什么要把孩子交给她，为什么要相信她，为什么自己不能亲自带着孩子……你可能还会想，为什么那天去办事不能早些回来，如果早些回来是不是能救下孩子。你甚至会反复想象孩子临死前该有多绝望，多痛苦……但我想告诉你：这一切都不是你的错。你可以不原谅婆婆，不原谅其他人，但请你一定要原谅自己。因为我相信，你的孩子，也早就原谅你了。你很好，你没有辜负他，他还会来当你的孩子。就到这里吧，好吗？放下过去的一切，原谅自己吧。,"家庭关系,儿子,儿媳妇"
li-xing-6-47,赞同了回答,1592545121,2020-06-19 13:38:41,1288584680,我正在减肥，可不可以说点什么激励我一下？,1.裤子磨大腿吗？2.内衣有勒痕吗？3.拍照要往后站吗？4.有人愿意和你一起打伞吗？5.吃饭好意思来第二碗吗？6.敢穿短裙吊带吗？7.敢坐不结实的塑料凳子吗？8.有脸拧不开瓶盖吗？9.好看的人喜欢你你自己敢相信吗？10.体测敢称体重吗？11.肚子几层？12.胳膊和藕一样13.脸上的肉都快滋出来了14.地铁都没人坐你旁边15.打车朋友都让你坐前面16.胖子就该多劳动。你搬水你搬书你搬桌子。17.啥？你不吃？你这么胖还有不吃的东西？哈哈哈哈哈18.这么胖还吃？19.哟，不吃还这么胖？20.吃这么多怪不得这么胖呢哈哈哈哈哈21.减肥还这么胖？22.这么胖还不减肥？23.别看了这衣服你穿不了24.没认出来，后面看以为是哪个大妈呢25.胖子不开心，只能叫丑人多作怪26.衣服再显瘦/遮胖，你也是个大胖子，遮不住。自欺欺人27.噢～你说那个胖子啊～28.带你玩因为你可以衬托别人瘦29.护肤品都比别人用的多30.自带搞笑buff31.男女有纯洁友谊的，只要你够丑32.你的情敌很瘦噢～33.又矮又胖，一个小木墩子34.又高又胖，一个虎背熊腰的大兄弟35.椅子是你靠坏的吧？36.电梯超重，你下去37.输液都得比别人多用药38.做手术都得切开层层脂肪增大手术难度39.瘦人生病使人怜惜，胖人生病让人更想远离。40.要想漂亮，既要花钱，又要受罪41. 别人会觉得被胖子喜欢是丢人的事42.敢说自己喜欢别人吗43.自卑吗44.敢和漂亮姐姐走一起吗45. 有脸和别人讨论漂亮裙子吗46.都那么胖了，性格再不好更没人理你了47.你人那么大，在前面给我挡挡风48.这孩子，长的健康49.胖点好，有福50.一看就好养活51.你以为别人是真觉得你胖胖的可爱？ 哈哈哈哈哈哈哈哈52.淘宝推荐都是大码女装53.猪的体脂1554.身上挂着那么多肥肉你不累吗？55.你穿过膝袜，好像捆绳炖的猪蹄膀56.会在心里想，他会不会嫌我胖？57.羡慕别人的大长腿吗58.胖子的胸和瘦子的腹肌一样一无是处59.柜子里都是黑衣服吧？60.心宽体胖，别人觉得说你啥都行61.脚胖连鞋都得买大一号62.漂亮的人随身带着聚光灯，你身边围绕的却都是嘲笑声63.过年串亲戚话题：咋这么胖了64.别人不明说的鄙视65.敢参加同学聚会吗66. 看你外在都浪费时间，还探究你在内在？哈哈哈哈哈哈哈67.冬天穿这么少？ 也对，胖子抗冻哈哈哈哈68.哟，不好意思，没号，要不您看看别的？69. 就那边那个胖子70.你快照照镜子吧71.你是大饼转世吧？72.这世上可能真有人不爱钱，但没有人不爱美。73.你看你脸上的肉噢，把眼都挤没了，脖子也没了，但你下巴多呀！74.又没人逼你吃的，你胖你那不活该吗上面的话很极端，希望题主健康减肥，越来越漂亮～不一定瘦才漂亮～加油！,"减肥,减肥方案,减肥经验"
li-xing-6-47,赞同了回答,1592544674,2020-06-19 13:31:14,1286763404,如何评价广州这座城市？,在广州也是生活了快两年的靓仔了，工作在黄埔这边，离市中心小蛮腰蛮远，也没有认真仔细的品味过这座城市。今晚正好看到一篇讲广州被评为最具幸福感的城市（一线中唯一上榜），看到其中一篇回答，里面的内容感同身受，才发觉，啊，广州这么好啊，是啊，他一直这么好，而我只是生活其中，却不自知。搜索了这个话题，我想从一个新广打工仔的视角，聊下我眼中的广州，内容涉及住房、工作、饮食、交通，排序较乱，文笔粗拙，看官勿怪。住房来广州就住在公司集体宿舍里，可以说是碾压全国90%的集体宿舍（毕竟外企），这个就不细讲了，毕竟是公司福利。不久，女票来广州，就去找房子了，好在公司附近城中村不少，就在六号线末尾找了个单间，便宜！几百块一间！！！虽然采光不好，但对于没钱的我们来说，性价比超高的好嘛，后来她去了天河，在公司附近找了一室一厅，也才刚过千啊！我想一线里面，单单说房租这块，广州就能给刚进入社会的俊男靓女留下好感（当然带来的也是环境不是很好）工作工作这快，很好就业，工厂比较多，机械类的也好找工作，但带来的是工作了几年后带来的迷茫，青春献给了工厂，带了该结婚的年龄，想回家买房，家里又没有大型制造厂续上，自己在厂里的工作经验又不好找其他工作。可能会有人说了，咋不在广州买房？亲，理解下，制造业薪资也就是混个温饱，又不像互联网行业，就纯粹是当个螺丝钉。貌似偏了，不严谨的总结下，传统行业还是好找工作的，互联网等新兴行业（也不新兴了）的话还是比较少，薪资也比其他大城市低一点饮食这个就不要我再吹了，好吃的太多了，早茶夜宵的，满街都是，潮汕火锅也是鲜嫩的不行，我爸妈来广州玩的一星期，带他们吃了早茶，他们说就没见过早上都能吃得这么丰盛，整的跟午餐晚餐一样哈哈，一顿就花了100多哈哈。但我还是想提下肠粉！在城中村里吃过一家做的，每周末去都是点瘦肉鸡蛋加油条的，他们家切得刀多一点，块比较小，肠粉很薄，感觉不到，酱汁很合口味。后来疫情过后，他家不知道为啥不开了，然后我两就只能找其他肠粉店吃，但是！再也没有吃到过比他家好吃的了！要么饼皮太厚，跟煎饼一样；要么切得大块，并不是很入味；要么不能加油条，，，，好怀念那家的，每周末都去吃，再点上一大碗的白粥，粥才两块。哎，希望以后能找到一样口味的交通交通，地铁公交四通八达，几乎哪里都能到。地铁的建设速度太快了，想一想大学时候，长春的地铁建设速度，广州这边简直就是神速啊。在我来的这两年，刷刷的通了两条线我擦！现在这边又是轻轨啊啥的，疯狂建设中，而且还不是很堵交通，好评。再提一点，就是城市绿化方面，我擦，这个也不得不说，经常把路中间草皮去掉，换上各种花，再过段时间，在挖掉，再换一种花，整的我都想去搞花种批发了，这也太挣钱了吧。说远了，不得不说，绿化做的太好了，真的很好看！还有就是走几步就能看到的荔枝树、香蕉树、芒果树，太棒了！先这些啦，在疫情期间裸辞了，现在也在换工作，之前一直在回家还是广州之间横跳，最后决定还是先在这边找份工作吧，从厂子出来了，也不想再进厂了，换行之路漫漫，一个半月了还没公司收我，难受，，，，，,"城市生活,城市,旅行,广州市,广州生活"
li-xing-6-47,赞同了回答,1592534194,2020-06-19 10:36:34,1290611615,河北存在感最低（最不出名）的城市是哪个？,邢台孩子来发表一下看了这么多答案的共鸣其实我也觉得是邢台（虽然我是邢台人但我依然这么觉得）最近给我推了好多河北的问题，比如什么河北有啥厉害的，河北为什么没人吐槽，河北的存在感之类的，看了之后真的觉得怪辛酸的(ónò) 我经常觉得自己是一个很不称职的邢台人，因为我自己都不知道有什么出名的东西，有的时候同学朋友问我我家乡有什么特色的时候我竟然一时语塞，最后说了句，可能是雾霾？（狗头）后来我想了一下我觉得关于邢台的名人和事迹的记忆点都不在邢台这个城市。你看说起邯郸，大家脑子里估计就 邯郸学步第一个蹦出来；石家庄，毕竟是省会，还是火车拉来的城市，国际庄；衡水，那必须说到学校和考生，可能还有“喝出男人味儿”的衡水老白干......但是说起魏徵（征），你想起的是他的直言进谏；说起郭守敬，可能想起的是大运河和天文学；说起陈佩斯，你会想起他是很棒的喜剧表演者；说起王宝强，可能就是不错的演员有很多作品。你会想到他们来自邢台么_ 再比如说起巨鹿之战，那第一印象可能就是破釜沉舟；说起邢台的别称牛城，甚至会把“羊城”也扯进来，，上大学之后很多朋友是因为我和他们讲我是邢台人，他们才知道的这个地名，，当然，可能有人觉得邢台也有很多山啊水啊，邢台历史那么悠久。但是邢台的山水少了像别的著名景点那样的著名诗词的加持，也少了具有创新意义的开发，少了点自己的特色，不足以给这个地方很大的名气。而且虽然是几千年的古城，但我感觉历史底蕴并已经没有那么深厚了，无论是开发还是保护，可能都没有那么到位。以历史名城的标签“出圈”也欠了点火候。所以说存在感是真的很低啊但是怎么说，作为邢台小孩还是很希望可以邢台可以好好发展的！！真正走出一条属于自己的路来！,"城市生活,城市,河北省,京津冀,河北旅游"
li-xing-6-47,回答了问题,1592532580,2020-06-19 10:09:40,1290926868,有没有律师在律师行业混的比较差的案例?,当然有啊！我曾经的一位律师事务所的同事，因为混得不好，压力太大，最后得神经病了。我跟他共事时间不长，后来我就离开律所了，去投行了。某天我接到一个我原来律所座机的电话，听见他对我说：李律，我是SY，你有项目没有？我一听，很纳闷，我跟你很熟吗？上来连句客气话都不说。我说：对不起，我现在在中后台部门，没有什么项目介绍给你。他说了一句“哦”，就把手机挂了。又过了俩月，我又接到他的电话，又是用座机打的，比上次说话还硬，那语气好像我欠他一样，说：哎！项目呢？有没有项目？！我这次是真急了，说：你以为你特么谁啊！艹！然后就把手机挂了。挂电话了以后，我直接给我的前主任发了一个微信，说：SY是怎么了？一直找我要项目，说话还那么横！怎么那么跟我说话？！我前主任一会回我说：他精神不正常了，你别搭理他！他现在每天坐在办公室里乱打电话，我已经联系他家里人过两天把他领回去了。因为这哥们儿一直在主任的团队里做非诉，嫌主任给的太少，就想自己独立拉项目......可是非诉的水多深啊！哪有那么容易？而且我离开律师事务所的时候，因为经济形势不太好，“非诉”业务已经不是什么优质业务了，像我们的那种中型律师事务所，根本要不上来价格。这哥们儿也是把赚钱想太简单了，刚开始信心满满，慢慢居然有点魔怔了，就每天坐在办公室各种打电话找项目，自然拒绝他的很多，压力越来越大，然后他脑子就开始出问题了。我这个同事估计有点太偏执了，其实任何行业，任何领域都有高潮和低谷的时候，大家还是要学会自我调节。,"律师,律师事务所,律师职业发展,律师行业,律师执业"
li-xing-6-47,赞同了回答,1592531049,2020-06-19 09:44:09,775914991,为什么女生更喜欢渣男？,胡说八道女生喜欢的是长得帅，有才华，有经济实力，情商高最起码得占一两样的男人。跟渣不渣没任何关系。只是这群男的里，出现了渣男而已。麻烦不要把女生讲的跟个睿智一样,"女孩,追求女孩,女孩心理"
li-xing-6-47,赞同了回答,1592530692,2020-06-19 09:38:12,1282969174,为什么女生更喜欢渣男？,我要反驳一下。事实上大家现在都开始认为渣男除了渣完美无缺，老实人除了老实一无是处。但是这个不一定成立。我见过四五个女生找了一个渣男，被劈腿欺骗之后还会长时间怀念。这个渣男并不是大家想象中的那样高富帅，温柔体贴，才华横溢，花心放荡。相反，这个渣男一无是处，又丑又穷又矮又不上进，性格恶劣脾气大。连最基本的颜值都没有，你很难想象他怎么拥有渣的资本的。所以我可能要说一些女生不爱听的话。有很多女生可能会说，“你真的很好，对我也好但是我没有那种恋爱的感觉，也就是我没有心动过，我和你在一起没有意思，所以我们不合适。”乍看可能挺有道理，确实两个人在一起的感觉很重要，而不是去菜市场精挑细选地买菜。但你又怎么能解释有些渣男高富帅一个都不占的男生就有当渣男的资本呢？女生眼中所谓的心动感，只不过是一种心理学骗局而已，是一种赌欲。是可以被伪造的。不得不说女生的眼神滤镜真的很重，才有了他除了渣全是优点的判断。什么是心动感呢？赌博爽不爽，刺激不刺激。你投了钱，渴望回报，在等待结果的时候，你心里充满了期待和焦虑，还有那种等待结果的刺激感，结果出来以后，你赚了你满心欢喜，下一局你输了，有点气馁然后想再开一局。和渣男谈恋爱就是去参与赌博罢了，渣男就像是开赌场的人。一开始温柔体贴，一呼百应，就像是赌场的销售笑脸相迎地拉你进去。“玩一玩嘛，不用太多钱，没有最低限制，输了你就走呗，也不亏多了，赢了可就赚大了。“就相当于”谈一谈试试嘛，不合适我们就分手，合适可是一段良缘。“于是你进去了，开始投入，然后赌场的人会给你一点小甜头，你投了100块钱，他让你赚了1000，就相当于一开始你稍微投入一点做一点事情，渣男就给了你很多甜头和宠爱。然后你有点飘了，于是加大筹码，这时候你发现出现不赚不赔的情况下，就像后来女生投入了时间、精力给渣男，渣男并不会一呼百应了，开始对等付出。然后你开始有落差感，于是又加大了筹码，这时候就开始亏了，就像这时候女生付出了身体、金钱、时间、精力，甚至为了感情放弃了自己的很多社交生活和业余爱好，然后渣男开始冷淡。最后因为你投入了很多筹码，你不想直接一走了之，因为你太亏了，心里抱着一种侥幸感，觉得是不是再玩一局，就能赚回来，赌场说关门了不赌了，你说别啊，我得赢回来才行。就相当于女生开始倒贴，渣男开始收尾走人。所以说你们很多女生所谓的和渣男在一起更有心动感和刺激感，说句不好听的，只不过是赌瘾罢了。但是女生真的是情绪动物，只会跟着感觉走，从来不会理性思考两个人合不合适，对等不对等，才会总是把赌瘾当作对一个男生的心动感。你说话说一半，半坦诚半保留你不负责不承诺，你保留神秘感让她感觉是在赌博一样对未来保持不确定性这叫做心动。你坦诚相待，你一开始就做好了承诺你遇到问题就沟通，你经常规划好了未来讲给她听她觉得一切都尘埃落定，踏实安心，未来握在手中这叫没意思，不合适。所以很讽刺。为什么很多女生谈了一个渣男以后，就很难再认真和另一个男生谈恋爱了？就好像沉迷赌博的人会愿意回去上班打工领死工资的日子吗我真的希望很多女生能明白这个道理，感情的事情理性一点，真正遇到了那个对你真诚，对你毫无保留，对你负责，对你上心的另一半时，你要明白，因为他在让你远离赌博，才会让你觉得没有意思，你要珍惜这种没有意思的感觉，因为这才是健康的感情状态。珍惜那些笨拙但真诚的男生，因为真正的爱都是笨拙的。不要渣男面前唯唯诺诺，好人出现我重拳出击。你能伤害到的都是真正爱你的人。,"女孩,追求女孩,女孩心理"
li-xing-6-47,赞同了回答,1592529124,2020-06-19 09:12:04,1290146769,给你二十万让你去虐待一只与你无关的猫至死，你会做吗？,不会，因为你并不会真的给20万。不花一分钱就能居高临下的点评人性，真是太划算了。题主 @小陈先生 ？,"伦理,人格,品德,虐猫,虐待动物"
li-xing-6-47,回答了问题,1592528948,2020-06-19 09:09:08,1290818287,深圳盈科工薪律师助理与北京京师全国破产项目(合伙人)律师助理选哪一个?,我从另外一个角度跟你说一下。你知道一个破产项目有多难拿吗？因为破产项目是要从破产财产里先支付破产管理人的费用，所以油水非常大！在这个行业里，能拿到破产清算之类的项目，那需要的关系真的非常硬。题主觉得，你当了破产项目合伙人的助理，等你执业的时候，凭你的人脉，你是可以独立拿到项目，还是给别人打工？自己琢磨一下。如果你做律师只想给合伙人打工之类的，答案里有个知友说得好，你做破产项目起码简历很好看。,"合伙人,律师,律师事务所,实习律师,律师就业"
li-xing-6-47,赞同了回答,1592450513,2020-06-18 11:21:53,1287515690,相亲，因为不想磨叽直接说明了我的原则，相亲对象喊我去出家，请问是我过分了吗？,你不是在谈感情找老公，你是在找凑伙过日子的人。你提了这么多，却全然没有提到人本身的个性，也没提到感情。试问谁愿意和一个没有感情，没有人情味的人过一辈子？当然你列的这些条款，在有感情基础的情况下，对许多男性可能都是他们梦寐以求的状态，可能会真香。但那是【有感情基础的情况下】而不是你这样上来就没有感情的1234感觉你是被网上的所谓独立女性文章洗脑了，走向了另一个极端。虽然你自己说你不相信爱情，ok fine但也不要这么直接的摆到明面上说吧过于前卫你这条款绝大多数人看了都无法接受（无法接受不是因为这些条件本身，而是因为你这样表达几乎就相当于说：我这辈子永远不会爱你）如果他接受了，你倒要小心，是不是形婚你即使真的喜欢这种相处方式，也应该先认识以后慢慢的说,"婚姻,相亲,爱情,婚姻价值观,婚恋交友"
li-xing-6-47,回答了问题,1592448251,2020-06-18 10:44:11,1289162207,生活中有哪些残忍的真相？,我以前在知乎上说过，我是一个地方国企的子弟，家在北方一个四五线的小城市。我们80后的国企的子弟，一般都是，从小上的是企业自己的幼儿园，自己的小学，中学，有的条件好的国企还有自己的高中。我初中就是上的我们企业自己的子弟学校，学校的老师跟我们父母都算是一个单位的同事，而且很多老师还是国企子弟。那时候我们大家都住在一个国企大院里，所以我们上学、放学，都是跟老师们一起上班、回家，有的老师还跟你住在一个单元楼里，比如我初二的语文老师，就是我家楼下的邻居，他是家里的老二，他大姐是我初一语文老师的媳妇。呵呵，怎么样，国企就是这样，大家就是在一个小圈子里。我们是初一的时候开的生物课，生物老师是一个清瘦清瘦的，师范大学刚毕业的女生，高高的个子，戴着一个高度的近视眼镜。第一次上她的课，就觉得她说话有气无力的，声音很小，听她的课很费劲。因为她说话的声音太小了，还有点弱弱的样子，所以班上那些捣蛋的学生上她的课，就在下面说说笑笑，也不把她当回事。她遇到这种情况呢，也不发火，就把书放下来，瞪着我们，一会儿声音安静了，她就继续讲课。有天晚上放学回家，吃晚饭的时候，我跟我爹妈聊天，就说到我们生物老师，说话声音太小，根本听不见。我妈说：你们生物老师，是不是那个瘦瘦的，姓高的那个？我说：对对对，您认识她啊？我妈说：咳，爹妈都是一个单位的，能不认识嘛！你们高老师她妈，有精神病......我说：啊？咋回事？我妈说：就你们高老师，她爸爸跟着别的女的跑了，她妈就有点精神不正常了。平时还好，但是就是不许你们高老师搞对象，只要看见你们高老师跟男的说话，她妈上去就打！你们高老师上大学的时候，也有人上门给你们高老师介绍对象，每次都让她妈打出去了，所以也就没人敢提这事了。我说：啊？还有这种事呢？结果这一聊，就把话匣子打开了，我爸妈就开始聊起来高老师父母的八卦。从那时候，我就觉得我们高老师很可怜，所以上生物课的时候，别的同学怎么在下面说话，我就一句话也不说，专心的听老师讲课，虽然我并不喜欢生物。大概也就是上了半学期的课吧，我们生物课突然就换老师了，换成一个老头。我还记得那个老头姓杨，杨老师，虽然是个小老头，但是讲课挺活泼的，我们也挺喜欢他，就是不知道高老师去哪里了。课间的时候，同学们会扎堆聊天，我就说了一句：也不知道高老师去哪里了？她怎么不教课了？我们地理老师的儿子在我们班，他就嘿嘿一笑，说：高老师啊？哈哈，她和冬老师的爱人搞对象，被冬老师抓住了，还被黄学姐找了一帮人打了一顿。（我们上中学的时候没有“学姐”这个称呼，都是从港台剧里学来的，只不过我实在想不起黄学姐的全名叫啥了，就叫她“黄学姐”吧）。这个冬老师，是我们教务主任，你只要见过她，肯定印象很深。因为我们那个四五线的小城市，尤其90年代的时候，大部分上年纪的妇女穿得都很土气，但是我们冬老师可不是。我们冬老师，虽然上岁数了，但是特别会穿衣服，经常套裙外面穿一件特别潇洒的米黄色风衣，特别有气质，走起路来步步生风，说话也是透着干练。因为我们冬老师是学美术出身，她老公也是我们省著名的画家，所以看着气质就不一样，在我们那个四五线小城市，特别扎眼。当时，我们教生物的高老师大学刚毕业，刚来我们学校，看样子柔柔弱弱的，我们冬老师知道她家的情况，挺可怜她，也特别喜欢这个孩子，于是很照顾高老师，还经常叫高老师没事来家里吃饭，我们黄学姐甚至和高老师都姐妹相称了......然后，高老师经常去冬老师家，这样一来二去，高老师就喜欢上我们冬老师的老公了，接着俩人就搞在一起了......这事被我们冬老师知道以后，家里就彻底闹翻了！冬老师的孩子，就是黄学姐，她可是我们学校公认的大美女，你想她妈妈都是那么有气质，爸爸又是著名画家，女儿真的不会差到哪里去。那时候我们学校很多男生在追黄学姐，黄学姐就号召了一帮甘心为她赴汤蹈火的男生，把高老师堵到计算机室里，打了一顿。当然，我们黄学姐也没有受任何处分。因为那时候我们校长是个标准的老顽固，他对于高老师这种做法极其厌恶，就象征性的批评了两句黄学姐，然后就让高老师注意影响，先不要来上班了。听我们地理老师的儿子八卦完，我彻底惊呆了，那时候我刚十几岁，三观有点接受不了，真的想不到我们高老师能干这种事！后来，我也就没见过我们高老师在学校出现过。多少年以后，我再见到冬老师，也是件特别特别巧的事。那年我都快30岁了，在律师事务所，保利集团是我们的客户。有一天，我在保利集团办点事，中间下楼，在保利大厦的门口抽烟，正好看见一个老太太从保利大厦里面出来。我就一看，这不是冬老师吗？我赶紧把烟掐灭了，喊了一声：冬老师.......冬老师停住脚步，看看我，说：呃，你是.......我说：冬老师，我是李XX啊！原来我是矿中三班的，我们班主任原来是李XX，后来换的许XX，您想起来了吗？冬老师恍然大悟，说：哦！我想起来了！你原来在学校总演课本剧，是个特别活跃的男生。哎呀，都长这么大了，我都不敢认了。你现在在保利工作吗？我说：我说不是，我是律师，保利是我们客户。冬老师惊喜得打量我，说：哎呀，有出息了！都当上大律师了！我笑笑说：冬老师，您来保利办事吗？冬老师说：咳，我早退休了，现在北京跟女儿住一起。保利拍卖不是有艺术品预展吗？我女儿告诉我的，我过来看看画展。原来黄学姐现在也在北京生活。正好，那几天我父母也在北京跟我一起住，我回家以后，就跟我妈说：妈，你猜我今天遇到谁了？我遇到我们学校的冬老师了！我妈说：啊？谁？哪个冬老师？我说：冬老师啊！就是我们学校那个特别潇洒的老太太，教务处的......就是他老公，跟我们教生物的高老师，俩人......知道了吧！我妈说：哦~知道，冬XX啊！她也在北京？我说：对，她闺女在北京工作呢~对了，那时候听说她老公跟高老师俩人不是搞婚外情吗？后来怎么样了？我在学校就没再见过高老师了。我妈说：咳，能咋样？冬老师跟她老公闹了半天，她老公还是跟你们冬老师离婚了，跟着你们高老师，俩人去浙江了，听说俩人过得还挺好的，其他的我也不知道......哦~所以说这个世界上，别指望有什么人知道将心比心，自己遇到的痛苦，遇到对自己有利的事，他也会强加到别人身上。可怜之人也许真的是有可恨之处......知乎上有人问，背叛感情会遭到报应吗？也许会吧！可是报应也只是个概率的问题，没有必然的，大部分时候，我们就是自己默默接受了结果。,"生活,现实,生存,社会,真相"
li-xing-6-47,回答了问题,1592383870,2020-06-17 16:51:10,1288053317,有没有一些早恋小故事（真实的）？,早恋的小故事......初中的时候，对隔壁班的一个漂亮的女孩有些心动，我们班特别热心一个八婆决定帮我去牵线搭桥，得到的女生回答是：你问问他家是不是没有镜子啊！故事完毕！,"早恋,青少年心理,中学生早恋"
